Country_Region,Confirmed,Deaths,Province_State
US,2401,22,Minnesota
US,9889,76,Minnesota
US,8185,66,Minnesota
US,1801,17,Minnesota
US,53171,230,Minnesota
US,16465,191,Minnesota
US,4333,44,Minnesota
US,8584,76,Minnesota
US,2408,37,Minnesota
US,10695,128,Minnesota
US,3984,24,Minnesota
US,159678,1544,Minnesota
US,1071,14,Minnesota
US,4785,58,Minnesota
US,4573,59,Minnesota
US,20749,208,Minnesota
US,2788,35,Minnesota
US,5066,48,Minnesota
US,48027,295,Minnesota
US,31981,200,Minnesota
US,4257,29,Minnesota
US,60656,623,Minnesota
US,61649,422,Minnesota
US,12045,77,Minnesota
US,3314,17,Minnesota
US,2726,34,Minnesota
US,8475,73,Minnesota
US,1047,12,Minnesota
US,896,421,Minnesota
US,6678,20,Minnesota
US,5241,67,Minnesota
US,6373,46,Minnesota
US,82684,571,Minnesota
US,3458,26,Minnesota
US,1951,26,Minnesota
US,15942,84,Minnesota
US,42819,344,Minnesota
US,3160,33,Minnesota
US,8590,153,Mississippi
US,12815,174,Mississippi
US,3885,70,Mississippi
US,6811,124,Mississippi
US,2819,51,Mississippi
US,11630,194,Mississippi
US,5590,79,Mississippi
US,3088,59,Mississippi
US,7015,105,Mississippi
US,2901,36,Mississippi
US,2565,50,Mississippi
US,4890,112,Mississippi
US,6224,104,Mississippi
US,8205,139,Mississippi
US,9238,129,Mississippi
US,8683,122,Mississippi
US,61488,593,Mississippi
US,27523,330,Mississippi
US,2368,40,Mississippi
US,8780,92,Mississippi
US,3897,61,Mississippi
US,6443,142,Mississippi
US,14973,163,Mississippi
US,66104,714,Mississippi
US,68037,859,Mississippi
US,5247,107,Mississippi
US,2397,48,Mississippi
US,307,9,Mississippi
US,9449,152,Mississippi
US,45938,503,Mississippi
US,6153,86,Mississippi
US,1791,40,Mississippi
US,3669,57,Mississippi
US,26502,316,Mississippi
US,2648,52,Mississippi
US,18938,189,Mississippi
US,22073,170,Mississippi
US,22120,386,Mississippi
US,4566,61,Mississippi
US,7703,127,Mississippi
US,34009,333,Mississippi
US,8667,183,Mississippi
US,10505,166,Mississippi
US,21310,258,Mississippi
US,31893,353,Mississippi
US,8795,152,Mississippi
US,12052,191,Mississippi
US,13798,232,Mississippi
US,3702,83,Mississippi
US,12873,247,Mississippi
US,7137,107,Mississippi
US,3635,52,Mississippi
US,13773,173,Mississippi
US,12443,180,Mississippi
US,17821,289,Mississippi
US,3754,66,Mississippi
US,12832,196,Mississippi
US,12842,159,Mississippi
US,10252,115,Mississippi
US,1835,35,Mississippi
US,47012,529,Mississippi
US,7887,123,Mississippi
US,1169,28,Mississippi
US,8673,161,Mississippi
US,5063,72,Mississippi
US,6731,82,Mississippi
US,7106,135,Mississippi
US,3888,71,Mississippi
US,8703,158,Mississippi
US,8946,117,Mississippi
US,7721,123,Mississippi
US,3057,50,Mississippi
US,0,0,Mississippi
US,11645,136,Mississippi
US,4689,84,Mississippi
US,12825,219,Mississippi
US,13015,214,Mississippi
US,6967,91,Mississippi
US,4069,76,Mississippi
US,1943,47,Mississippi
US,6747,105,Mississippi
US,4831,63,Mississippi
US,10078,118,Mississippi
US,6722,71,Missouri
US,5665,66,Missouri
US,1815,24,Missouri
US,6866,125,Missouri
US,7963,151,Missouri
US,3371,56,Missouri
US,4457,102,Missouri
US,5499,113,Missouri
US,3260,48,Missouri
US,53197,299,Missouri
US,29734,349,Missouri
US,12433,182,Missouri
US,2076,42,Missouri
US,14439,148,Missouri
US,10881,197,Missouri
US,23434,275,Missouri
US,2691,48,Missouri
US,1761,24,Missouri
US,30193,348,Missouri
US,3751,61,Missouri
US,1996,43,Missouri
US,24975,292,Missouri
US,1922,49,Missouri
US,33549,412,Missouri
US,5749,130,Missouri
US,24120,306,Missouri
US,4792,81,Missouri
US,6579,117,Missouri
US,1815,49,Missouri
US,4697,83,Missouri
US,2027,32,Missouri
US,2551,51,Missouri
US,3966,93,Missouri
US,3059,87,Missouri
US,9718,138,Missouri
US,31433,415,Missouri
US,4094,115,Missouri
US,2690,37,Missouri
US,84976,1156,Missouri
US,3140,75,Missouri
US,2465,36,Missouri
US,7064,96,Missouri
US,2408,59,Missouri
US,1314,34,Missouri
US,2972,38,Missouri
US,10995,233,Missouri
US,2695,50,Missouri
US,121175,1389,Missouri
US,40835,585,Missouri
US,67882,750,Missouri
US,14723,153,Missouri
US,139772,1350,Missouri
US,1189,16,Missouri
US,9621,193,Missouri
US,9250,146,Missouri
US,9297,186,Missouri
US,3365,44,Missouri
US,18483,162,Missouri
US,3167,76,Missouri
US,4454,109,Missouri
US,4264,68,Missouri
US,4264,59,Missouri
US,1966,42,Missouri
US,9802,135,Missouri
US,6205,80,Missouri
US,903,17,Missouri
US,7090,129,Missouri
US,4425,65,Missouri
US,4386,61,Missouri
US,2509,52,Missouri
US,3116,63,Missouri
US,4920,125,Missouri
US,6109,93,Missouri
US,13831,223,Missouri
US,7218,51,Missouri
US,2432,41,Missouri
US,3793,52,Missouri
US,2035,66,Missouri
US,3800,87,Missouri
US,6336,51,Missouri
US,14937,191,Missouri
US,12903,263,Missouri
US,5220,65,Missouri
US,12814,108,Missouri
US,9932,121,Missouri
US,10785,132,Missouri
US,1177,26,Missouri
US,2948,30,Missouri
US,7202,116,Missouri
US,6208,102,Missouri
US,1392,27,Missouri
US,3194,68,Missouri
US,7228,118,Missouri
US,896,26,Missouri
US,839,20,Missouri
US,13875,172,Missouri
US,1916,43,Missouri
US,2075,18,Missouri
US,119652,1050,Missouri
US,2618,45,Missouri
US,23553,330,Missouri
US,294789,3746,Missouri
US,76241,869,Missouri
US,4846,42,Missouri
US,7191,152,Missouri
US,6942,132,Missouri
US,2048,29,Missouri
US,16064,252,Missouri
US,5677,113,Missouri
US,0,0,Missouri
US,6150,116,Missouri
US,9926,116,Missouri
US,7086,154,Missouri
US,2979,58,Missouri
US,10347,165,Missouri
US,559,5,Missouri
US,4585,95,Missouri
US,2469,32,Montana
US,5861,103,Montana
US,2590,34,Montana
US,1545,22,Montana
US,2465,30,Montana
US,291,5,Montana
US,30042,375,Montana
US,1360,15,Montana
US,3518,53,Montana
US,485,9,Montana
US,2767,60,Montana
US,3255,30,Montana
US,798,12,Montana
US,2966,61,Montana
US,33849,303,Montana
US,41596,134,Montana
US,251,3,Montana
US,4730,77,Montana
US,178,5,Montana
US,672,10,Montana
US,5400,77,Montana
US,3149,26,Montana
US,283,1,Montana
US,8334,107,Montana
US,21851,202,Montana
US,528,4,Montana
US,5632,96,Montana
US,2392,23,Montana
US,452,9,Montana
US,597,12,Montana
US,1367,17,Montana
US,34011,224,Montana
US,1107,31,Montana
US,5132,39,Montana
US,45,1,Montana
US,1146,30,Montana
US,1477,11,Montana
US,418,10,Montana
US,2218,32,Montana
US,292,4,Montana
US,8512,173,Montana
US,3014,39,Montana
US,4013,76,Montana
US,3112,63,Montana
US,2435,53,Montana
US,917,13,Montana
US,9930,139,Montana
US,1731,32,Montana
US,911,13,Montana
US,1539,27,Montana
US,1411,25,Montana
US,148,1,Montana
US,0,0,Montana
US,2164,42,Montana
US,459,14,Montana
US,246,8,Montana
US,51325,605,Montana
US,7830,92,Nebraska
US,1295,20,Nebraska
US,34,1,Nebraska
US,104,2,Nebraska
US,76,4,Nebraska
US,1285,15,Nebraska
US,2524,26,Nebraska
US,485,13,Nebraska
US,655,7,Nebraska
US,14323,149,Nebraska
US,1546,26,Nebraska
US,2320,20,Nebraska
US,7291,55,Nebraska
US,1759,28,Nebraska
US,891,11,Nebraska
US,637,14,Nebraska
US,2403,30,Nebraska
US,1740,33,Nebraska
US,2972,32,Nebraska
US,2046,27,Nebraska
US,2397,39,Nebraska
US,7991,87,Nebraska
US,1512,26,Nebraska
US,5975,90,Nebraska
US,360,4,Nebraska
US,1405,19,Nebraska
US,12048,162,Nebraska
US,179702,1296,Nebraska
US,410,6,Nebraska
US,1319,19,Nebraska
US,509,14,Nebraska
US,621,4,Nebraska
US,1327,18,Nebraska
US,4614,62,Nebraska
US,486,5,Nebraska
US,469,11,Nebraska
US,452,9,Nebraska
US,114,6,Nebraska
US,470,7,Nebraska
US,19550,192,Nebraska
US,2851,28,Nebraska
US,395,7,Nebraska
US,109,0,Nebraska
US,636,14,Nebraska
US,2615,26,Nebraska
US,129,5,Nebraska
US,1341,26,Nebraska
US,1434,15,Nebraska
US,945,19,Nebraska
US,1422,13,Nebraska
US,1796,31,Nebraska
US,136,0,Nebraska
US,832,16,Nebraska
US,1969,19,Nebraska
US,94771,481,Nebraska
US,10809,147,Nebraska
US,164,0,Nebraska
US,92,0,Nebraska
US,11571,86,Nebraska
US,77,1,Nebraska
US,2076,27,Nebraska
US,1351,36,Nebraska
US,898,18,Nebraska
US,1597,31,Nebraska
US,1104,19,Nebraska
US,3903,29,Nebraska
US,520,8,Nebraska
US,579,13,Nebraska
US,2783,27,Nebraska
US,1541,29,Nebraska
US,10382,89,Nebraska
US,1382,27,Nebraska
US,2707,28,Nebraska
US,2285,35,Nebraska
US,194,3,Nebraska
US,4452,19,Nebraska
US,58879,338,Nebraska
US,5594,58,Nebraska
US,11443,156,Nebraska
US,3759,57,Nebraska
US,1145,41,Nebraska
US,688,9,Nebraska
US,82,1,Nebraska
US,757,13,Nebraska
US,1298,13,Nebraska
US,113,1,Nebraska
US,2146,37,Nebraska
US,1502,21,Nebraska
US,875,12,Nebraska
US,5492,54,Nebraska
US,2142,19,Nebraska
US,851,15,Nebraska
US,139,2,Nebraska
US,4726,36,Nebraska
US,17441,238,Nevada
US,7624,123,Nevada
US,671243,9313,Nevada
US,8816,98,Nevada
US,12918,152,Nevada
US,124,5,Nevada
US,191,2,Nevada
US,2791,67,Nevada
US,1350,22,Nevada
US,681,11,Nevada
US,12266,185,Nevada
US,1503,20,Nevada
US,9156,305,Nevada
US,2361,32,Nevada
US,197,14,Nevada
US,11506,0,Nevada
US,128178,1309,Nevada
US,1776,26,Nevada
US,17508,217,New Hampshire
US,12304,76,New Hampshire
US,19089,134,New Hampshire
US,8341,134,New Hampshire
US,23354,103,New Hampshire
US,121573,1042,New Hampshire
US,40280,308,New Hampshire
US,84642,655,New Hampshire
US,37116,249,New Hampshire
US,11891,84,New Hampshire
US,2330,1,New Hampshire
US,91788,1083,New Jersey
US,326525,3733,New Jersey
US,141872,1377,New Jersey
US,169517,1974,New Jersey
US,30511,332,New Jersey
US,52840,664,New Jersey
US,291824,3771,New Jersey
US,91632,1051,New Jersey
US,238646,2855,New Jersey
US,34702,307,New Jersey
US,111477,1348,New Jersey
US,275803,3040,New Jersey
US,223671,2384,New Jersey
US,165862,1678,New Jersey
US,215999,3282,New Jersey
US,193557,2460,New Jersey
US,18584,262,New Jersey
US,98247,1030,New Jersey
US,45639,519,New Jersey
US,1646,0,New Jersey
US,196497,2498,New Jersey
US,32145,367,New Jersey
US,197256,2251,New Mexico
US,530,23,New Mexico
US,24728,362,New Mexico
US,9347,213,New Mexico
US,2806,71,New Mexico
US,15396,235,New Mexico
US,755,6,New Mexico
US,76839,937,New Mexico
US,19276,327,New Mexico
US,9894,115,New Mexico
US,1375,18,New Mexico
US,103,4,New Mexico
US,1339,17,New Mexico
US,22978,410,New Mexico
US,6600,75,New Mexico
US,4587,25,New Mexico
US,8014,152,New Mexico
US,33328,656,New Mexico
US,986,22,New Mexico
US,17130,228,New Mexico
US,2564,70,New Mexico
US,13353,167,New Mexico
US,6228,110,New Mexico
US,52461,863,New Mexico
US,7662,85,New Mexico
US,45050,516,New Mexico
US,40271,400,New Mexico
US,2495,87,New Mexico
US,4752,102,New Mexico
US,7287,108,New Mexico
US,3331,61,New Mexico
US,7215,0,New Mexico
US,933,20,New Mexico
US,24060,325,New Mexico
US,79420,617,New York
US,10902,164,New York
US,553117,8529,New York
US,59296,604,New York
US,19417,252,New York
US,20651,182,New York
US,29741,340,New York
US,26845,265,New York
US,11907,141,New York
US,22943,132,New York
US,14041,175,New York
US,13569,135,New York
US,10245,93,New York
US,85482,739,New York
US,271310,2922,New York
US,7832,84,New York
US,12239,58,New York
US,16758,186,New York
US,16743,208,New York
US,11130,155,New York
US,1105,5,New York
US,17616,214,New York
US,27473,160,New York
US,963672,14205,New York
US,7412,58,New York
US,14516,141,New York
US,16984,146,New York
US,193746,1854,New York
US,15172,238,New York
US,550940,4337,New York
US,596334,6168,New York
US,60061,637,New York
US,69636,881,New York
US,143714,1207,New York
US,26432,222,New York
US,146219,1255,New York
US,10655,131,New York
US,34956,238,New York
US,13425,108,New York
US,0,563,New York
US,31777,149,New York
US,904779,13415,New York
US,42135,316,New York
US,227585,2708,New York
US,119199,978,New York
US,62003,417,New York
US,44064,379,New York
US,6647,44,New York
US,4364,32,New York
US,7754,95,New York
US,26587,223,New York
US,25561,278,New York
US,569776,4963,New York
US,24840,154,New York
US,14190,95,New York
US,26871,102,New York
US,43566,420,New York
US,985,2,New York
US,19090,157,New York
US,16025,137,New York
US,22104,203,New York
US,336689,3002,New York
US,10020,96,New York
US,4471,43,New York
US,61903,572,North Carolina
US,12774,159,North Carolina
US,3767,21,North Carolina
US,8468,113,North Carolina
US,7621,95,North Carolina
US,5553,48,North Carolina
US,16121,187,North Carolina
US,5475,78,North Carolina
US,12133,149,North Carolina
US,41118,378,North Carolina
US,71015,701,North Carolina
US,32001,366,North Carolina
US,72323,567,North Carolina
US,30392,357,North Carolina
US,2207,10,North Carolina
US,18539,164,North Carolina
US,6639,61,North Carolina
US,60653,678,North Carolina
US,18211,131,North Carolina
US,8781,137,North Carolina
US,5296,66,North Carolina
US,3486,51,North Carolina
US,36816,453,North Carolina
US,19242,294,North Carolina
US,32145,263,North Carolina
US,116118,740,North Carolina
US,6320,40,North Carolina
US,10060,33,North Carolina
US,56254,500,North Carolina
US,14938,124,North Carolina
US,20962,263,North Carolina
US,103313,395,North Carolina
US,17608,178,North Carolina
US,125590,969,North Carolina
US,26480,96,North Carolina
US,81942,970,North Carolina
US,2457,22,North Carolina
US,2968,31,North Carolina
US,19634,129,North Carolina
US,7207,78,North Carolina
US,160748,1459,North Carolina
US,18892,206,North Carolina
US,42805,377,North Carolina
US,17219,262,North Carolina
US,33308,374,North Carolina
US,6384,101,North Carolina
US,19537,140,North Carolina
US,1706,15,North Carolina
US,61898,551,North Carolina
US,12191,109,North Carolina
US,75853,501,North Carolina
US,2916,49,North Carolina
US,20141,177,North Carolina
US,20330,248,North Carolina
US,30371,205,North Carolina
US,9815,138,North Carolina
US,6307,90,North Carolina
US,7620,100,North Carolina
US,17360,196,North Carolina
US,368329,1892,North Carolina
US,4779,43,North Carolina
US,9045,148,North Carolina
US,31722,381,North Carolina
US,32682,372,North Carolina
US,64577,467,North Carolina
US,5934,97,North Carolina
US,65255,431,North Carolina
US,39406,158,North Carolina
US,3471,37,North Carolina
US,10706,135,North Carolina
US,18749,154,North Carolina
US,3569,26,North Carolina
US,12184,120,North Carolina
US,67103,287,North Carolina
US,5049,72,North Carolina
US,44680,513,North Carolina
US,16470,212,North Carolina
US,52256,598,North Carolina
US,27690,329,North Carolina
US,51689,636,North Carolina
US,21683,433,North Carolina
US,23581,211,North Carolina
US,12892,148,North Carolina
US,24087,291,North Carolina
US,15641,205,North Carolina
US,28679,421,North Carolina
US,5021,53,North Carolina
US,8370,87,North Carolina
US,1228,10,North Carolina
US,0,0,North Carolina
US,79423,531,North Carolina
US,15882,137,North Carolina
US,391609,1311,North Carolina
US,5862,52,North Carolina
US,3908,57,North Carolina
US,15101,78,North Carolina
US,42033,452,North Carolina
US,23073,308,North Carolina
US,27780,360,North Carolina
US,15174,144,North Carolina
US,6341,70,North Carolina
US,689,10,North Dakota
US,3601,47,North Dakota
US,2288,23,North Dakota
US,170,1,North Dakota
US,1887,26,North Dakota
US,932,9,North Dakota
US,491,3,North Dakota
US,41126,303,North Dakota
US,71291,333,North Dakota
US,975,7,North Dakota
US,1794,39,North Dakota
US,599,4,North Dakota
US,1198,8,North Dakota
US,896,6,North Dakota
US,840,18,North Dakota
US,1169,23,North Dakota
US,515,4,North Dakota
US,27002,125,North Dakota
US,556,11,North Dakota
US,678,2,North Dakota
US,957,8,North Dakota
US,597,13,North Dakota
US,1168,20,North Dakota
US,557,12,North Dakota
US,1576,31,North Dakota
US,896,9,North Dakota
US,3650,25,North Dakota
US,3182,49,North Dakota
US,2997,24,North Dakota
US,13245,142,North Dakota
US,3882,37,North Dakota
US,930,18,North Dakota
US,378,5,North Dakota
US,2396,16,North Dakota
US,1250,32,North Dakota
US,4354,57,North Dakota
US,1926,28,North Dakota
US,664,15,North Dakota
US,4803,23,North Dakota
US,7963,43,North Dakota
US,1310,9,North Dakota
US,345,7,North Dakota
US,1658,19,North Dakota
US,72,0,North Dakota
US,13816,86,North Dakota
US,436,2,North Dakota
US,8281,97,North Dakota
US,759,12,North Dakota
US,2491,26,North Dakota
US,0,238,North Dakota
US,4134,34,North Dakota
US,24090,251,North Dakota
US,1219,12,North Dakota
US,12271,68,North Dakota
US,13666,41,Northern Mariana Islands
US,8909,165,Ohio
US,33974,510,Ohio
US,14914,236,Ohio
US,25902,472,Ohio
US,19996,158,Ohio
US,14299,203,Ohio
US,19256,344,Ohio
US,14169,198,Ohio
US,116682,1254,Ohio
US,6332,136,Ohio
US,10797,159,Ohio
US,43582,624,Ohio
US,65558,619,Ohio
US,12831,184,Ohio
US,29780,512,Ohio
US,10094,169,Ohio
US,14216,230,Ohio
US,350654,4130,Ohio
US,15106,249,Ohio
US,12408,176,Ohio
US,56138,304,Ohio
US,25021,294,Ohio
US,47453,463,Ohio
US,9405,134,Ohio
US,366781,2832,Ohio
US,12628,185,Ohio
US,10502,141,Ohio
US,20552,294,Ohio
US,48477,544,Ohio
US,13659,166,Ohio
US,238207,2240,Ohio
US,21443,296,Ohio
US,8837,167,Ohio
US,4144,82,Ohio
US,7901,114,Ohio
US,13505,190,Ohio
US,8642,132,Ohio
US,5859,191,Ohio
US,17989,232,Ohio
US,11837,150,Ohio
US,18813,345,Ohio
US,16550,250,Ohio
US,61985,826,Ohio
US,24462,290,Ohio
US,52928,523,Ohio
US,12777,180,Ohio
US,89885,1064,Ohio
US,126129,1523,Ohio
US,11605,145,Ohio
US,67576,1189,Ohio
US,24520,287,Ohio
US,50941,541,Ohio
US,6419,106,Ohio
US,11372,147,Ohio
US,31994,519,Ohio
US,4247,85,Ohio
US,162583,2215,Ohio
US,4123,62,Ohio
US,9404,113,Ohio
US,31774,324,Ohio
US,3911,61,Ohio
US,10862,154,Ohio
US,5564,78,Ohio
US,10359,134,Ohio
US,21284,243,Ohio
US,9998,138,Ohio
US,44355,489,Ohio
US,11659,208,Ohio
US,9940,166,Ohio
US,39253,548,Ohio
US,25027,327,Ohio
US,17612,263,Ohio
US,27836,282,Ohio
US,15784,250,Ohio
US,13326,203,Ohio
US,98019,1827,Ohio
US,143348,1859,Ohio
US,52689,1018,Ohio
US,25479,543,Ohio
US,0,2,Ohio
US,19949,117,Ohio
US,8157,162,Ohio
US,3697,60,Ohio
US,72639,647,Ohio
US,15502,247,Ohio
US,28587,476,Ohio
US,11940,175,Ohio
US,38658,395,Ohio
US,6692,111,Ohio
US,9855,79,Oklahoma
US,1885,17,Oklahoma
US,4723,58,Oklahoma
US,1185,11,Oklahoma
US,7303,109,Oklahoma
US,2931,51,Oklahoma
US,17397,149,Oklahoma
US,10214,191,Oklahoma
US,48385,434,Oklahoma
US,19415,266,Oklahoma
US,17565,167,Oklahoma
US,5068,73,Oklahoma
US,714,9,Oklahoma
US,100720,909,Oklahoma
US,2119,26,Oklahoma
US,39391,432,Oklahoma
US,1698,35,Oklahoma
US,6017,63,Oklahoma
US,22790,362,Oklahoma
US,9756,181,Oklahoma
US,13701,222,Oklahoma
US,1237,35,Oklahoma
US,1040,12,Oklahoma
US,18127,318,Oklahoma
US,8648,157,Oklahoma
US,17218,267,Oklahoma
US,1260,17,Oklahoma
US,1601,43,Oklahoma
US,904,15,Oklahoma
US,838,13,Oklahoma
US,3324,42,Oklahoma
US,3106,67,Oklahoma
US,8265,116,Oklahoma
US,1602,29,Oklahoma
US,3934,60,Oklahoma
US,15752,236,Oklahoma
US,4859,74,Oklahoma
US,2410,59,Oklahoma
US,2721,42,Oklahoma
US,15575,120,Oklahoma
US,9963,152,Oklahoma
US,13632,179,Oklahoma
US,3983,46,Oklahoma
US,2550,44,Oklahoma
US,5692,48,Oklahoma
US,13322,178,Oklahoma
US,14811,145,Oklahoma
US,9740,176,Oklahoma
US,5557,133,Oklahoma
US,5345,88,Oklahoma
US,24414,384,Oklahoma
US,3610,48,Oklahoma
US,3232,46,Oklahoma
US,4249,66,Oklahoma
US,245039,2735,Oklahoma
US,11739,212,Oklahoma
US,13936,186,Oklahoma
US,11692,136,Oklahoma
US,0,0,Oklahoma
US,5072,88,Oklahoma
US,23351,194,Oklahoma
US,13876,234,Oklahoma
US,16719,171,Oklahoma
US,26892,317,Oklahoma
US,3278,48,Oklahoma
US,1117,16,Oklahoma
US,31643,415,Oklahoma
US,7783,144,Oklahoma
US,12951,117,Oklahoma
US,13523,217,Oklahoma
US,7045,58,Oklahoma
US,1828,38,Oklahoma
US,212876,2396,Oklahoma
US,152,2164,Oklahoma
US,27073,304,Oklahoma
US,15779,291,Oklahoma
US,3299,59,Oklahoma
US,2738,46,Oklahoma
US,6175,87,Oklahoma
US,3839,64,Oregon
US,22192,93,Oregon
US,84357,811,Oregon
US,6364,63,Oregon
US,10160,123,Oregon
US,14955,198,Oregon
US,7955,98,Oregon
US,4676,70,Oregon
US,61720,389,Oregon
US,26067,472,Oregon
US,324,6,Oregon
US,2251,26,Oregon
US,1972,42,Oregon
US,4681,49,Oregon
US,54594,637,Oregon
US,9056,105,Oregon
US,20978,412,Oregon
US,17950,255,Oregon
US,1653,34,Oregon
US,79852,713,Oregon
US,9333,113,Oregon
US,33388,335,Oregon
US,9721,126,Oregon
US,88351,854,Oregon
US,3404,37,Oregon
US,171526,1480,Oregon
US,20575,169,Oregon
US,390,6,Oregon
US,5031,79,Oregon
US,26508,252,Oregon
US,3,0,Oregon
US,5848,95,Oregon
US,1576,23,Oregon
US,6709,77,Oregon
US,122406,783,Oregon
US,303,3,Oregon
US,22896,281,Oregon
US,31676,424,Pennsylvania
US,339976,3838,Pennsylvania
US,18397,386,Pennsylvania
US,49038,848,Pennsylvania
US,12845,289,Pennsylvania
US,126969,1778,Pennsylvania
US,35199,689,Pennsylvania
US,20762,234,Pennsylvania
US,156462,2167,Pennsylvania
US,55245,835,Pennsylvania
US,43568,815,Pennsylvania
US,1035,22,Pennsylvania
US,20240,346,Pennsylvania
US,44220,397,Pennsylvania
US,117917,1336,Pennsylvania
US,9927,223,Pennsylvania
US,24425,399,Pennsylvania
US,11183,142,Pennsylvania
US,19721,277,Pennsylvania
US,24932,363,Pennsylvania
US,63042,974,Pennsylvania
US,72651,1080,Pennsylvania
US,141966,2086,Pennsylvania
US,8605,121,Pennsylvania
US,72139,899,Pennsylvania
US,39057,759,Pennsylvania
US,2550,35,Pennsylvania
US,51643,801,Pennsylvania
US,5067,73,Pennsylvania
US,10696,120,Pennsylvania
US,13887,280,Pennsylvania
US,21937,396,Pennsylvania
US,11268,266,Pennsylvania
US,5742,193,Pennsylvania
US,59181,908,Pennsylvania
US,150890,2090,Pennsylvania
US,23172,465,Pennsylvania
US,45680,574,Pennsylvania
US,111635,1396,Pennsylvania
US,94872,1586,Pennsylvania
US,35015,590,Pennsylvania
US,9809,175,Pennsylvania
US,28403,546,Pennsylvania
US,15166,304,Pennsylvania
US,48163,596,Pennsylvania
US,200208,2657,Pennsylvania
US,5989,98,Pennsylvania
US,100150,1250,Pennsylvania
US,28684,591,Pennsylvania
US,10451,198,Pennsylvania
US,394710,5549,Pennsylvania
US,13435,112,Pennsylvania
US,3882,104,Pennsylvania
US,42680,759,Pennsylvania
US,9772,169,Pennsylvania
US,22271,443,Pennsylvania
US,1390,38,Pennsylvania
US,10136,135,Pennsylvania
US,10189,221,Pennsylvania
US,0,0,Pennsylvania
US,13563,159,Pennsylvania
US,13835,272,Pennsylvania
US,9754,242,Pennsylvania
US,63639,730,Pennsylvania
US,13364,204,Pennsylvania
US,99366,1557,Pennsylvania
US,6563,121,Pennsylvania
US,147850,1668,Pennsylvania
US,6873,0,Puerto Rico
US,12796,0,Puerto Rico
US,16396,0,Puerto Rico
US,8382,0,Puerto Rico
US,8444,0,Puerto Rico
US,8391,0,Puerto Rico
US,29855,0,Puerto Rico
US,5679,0,Puerto Rico
US,7631,0,Puerto Rico
US,9554,0,Puerto Rico
US,66656,0,Puerto Rico
US,14231,0,Puerto Rico
US,44456,0,Puerto Rico
US,11445,0,Puerto Rico
US,13002,0,Puerto Rico
US,51188,0,Puerto Rico
US,7355,0,Puerto Rico
US,14712,0,Puerto Rico
US,3256,0,Puerto Rico
US,5339,0,Puerto Rico
US,14325,0,Puerto Rico
US,11733,0,Puerto Rico
US,6058,0,Puerto Rico
US,12137,0,Puerto Rico
US,540,0,Puerto Rico
US,12356,0,Puerto Rico
US,9675,0,Puerto Rico
US,4760,0,Puerto Rico
US,3938,0,Puerto Rico
US,12231,0,Puerto Rico
US,5881,0,Puerto Rico
US,30371,0,Puerto Rico
US,14835,0,Puerto Rico
US,12064,0,Puerto Rico
US,5091,0,Puerto Rico
US,17357,0,Puerto Rico
US,14284,0,Puerto Rico
US,5642,0,Puerto Rico
US,14766,0,Puerto Rico
US,12948,0,Puerto Rico
US,6978,0,Puerto Rico
US,11260,0,Puerto Rico
US,2889,0,Puerto Rico
US,12316,0,Puerto Rico
US,5705,0,Puerto Rico
US,5221,0,Puerto Rico
US,12613,0,Puerto Rico
US,1620,0,Puerto Rico
US,3340,0,Puerto Rico
US,22561,0,Puerto Rico
US,13331,0,Puerto Rico
US,9268,0,Puerto Rico
US,7354,0,Puerto Rico
US,9769,0,Puerto Rico
US,6613,0,Puerto Rico
US,434,0,Puerto Rico
US,5801,0,Puerto Rico
US,5880,0,Puerto Rico
US,42065,0,Puerto Rico
US,9062,0,Puerto Rico
US,4406,0,Puerto Rico
US,14471,0,Puerto Rico
US,6516,0,Puerto Rico
US,8543,0,Puerto Rico
US,9243,0,Puerto Rico
US,101521,0,Puerto Rico
US,11965,0,Puerto Rico
US,13872,0,Puerto Rico
US,6709,0,Puerto Rico
US,21933,0,Puerto Rico
US,24623,0,Puerto Rico
US,19390,0,Puerto Rico
US,25651,5823,Puerto Rico
US,8357,0,Puerto Rico
US,12092,0,Puerto Rico
US,20382,0,Puerto Rico
US,1800,0,Puerto Rico
US,7630,0,Puerto Rico
US,10310,0,Puerto Rico
US,11342,0,Puerto Rico
US,0,0,Recovered
US,17778,193,Rhode Island
US,64423,572,Rhode Island
US,26526,106,Rhode Island
US,278748,2724,Rhode Island
US,30145,3,Rhode Island
US,43077,272,Rhode Island
US,7826,78,South Carolina
US,52428,457,South Carolina
US,2429,24,South Carolina
US,70200,1112,South Carolina
US,4295,80,South Carolina
US,6803,106,South Carolina
US,54220,436,South Carolina
US,66396,494,South Carolina
US,3615,63,South Carolina
US,139282,1051,South Carolina
US,18526,334,South Carolina
US,12714,162,South Carolina
US,14947,211,South Carolina
US,10814,169,South Carolina
US,11436,233,South Carolina
US,22359,347,South Carolina
US,11769,156,South Carolina
US,71341,563,South Carolina
US,8423,79,South Carolina
US,7690,116,South Carolina
US,50562,696,South Carolina
US,19822,243,South Carolina
US,207151,2154,South Carolina
US,26923,334,South Carolina
US,6070,95,South Carolina
US,120997,1286,South Carolina
US,7299,101,South Carolina
US,27965,285,South Carolina
US,31562,309,South Carolina
US,23072,321,South Carolina
US,5112,100,South Carolina
US,124164,975,South Carolina
US,10679,172,South Carolina
US,9949,117,South Carolina
US,2756,43,South Carolina
US,16493,225,South Carolina
US,29076,392,South Carolina
